Year,Make,Model,Trim,Drivetrain,Segment,Certified,Certified Program,Stock Number,VIN,Risk Light,Photo Count,Key Photo,DMS Status,Key Information,Lot Location,Age,Leads (last 7 days),Leads (Daily Avg Last 7 Days),Leads (Since Last Reprice),Leads (All),Mileage,Objective,Color,Price,Last Reprice,MSRP,Unit Cost,Est. Profit,ACV Wholesale,ACV MAX Retail,% to Market,Cost to Market,Market Rank (Matching),Market Listings (Matching),Market Rank (Overall),Market Listings (Overall),MDS (Overall),MDS (Matching),Proof point: Market,Proof point: MSRP,Syndication,CarGurus CTR,CarGurus SRP Views,CarGurus VDP Views,Book value: MMR,MMR - Cost,Book value: Galves,Water,Proof point: J.D. Power,Proof point: KBB
2025,BMW,i4,xDrive40,AWD,Sedan,Yes,BMW Certified Pre-Owned (CPOV),BL34617,WBY43HD0XSFU34362,Green,20,https://cdn.max.auto/102612/WBY43HD0XSFU34362/68e6e9c1ae6c705a3d8b9ac1.jpg,S,BMW CPO,"",6,0,0,0,0,"4,612",Retail,Black,"$63,998.00",2025-10-07T09:40:00.000Z,"","$53,700.00","$10,298.00","$38,125.00","$58,925.00",101%,85%,18,30,547,1186,27,46,$484.00 above,"",On,4.9%,163,8,"$48,900.00","-$4,800.00","$42,300.00","-$11,400.00","$5,748.00 above",""
2025,BMW,i4,xDrive40,AWD,Sedan,Yes,BMW Certified Pre-Owned (CPOV),BL34613,WBY43HD05SFU33961,Green,20,https://cdn.max.auto/102612/WBY43HD05SFU33961/68e949dcae6c705a3da92de5.jpg,S,BMW CPO,"",6,1,0.1,0,1,"4,522",Retail,White,"$56,498.00",2025-10-13T07:16:00.000Z,"","$47,700.00","$8,798.00","$38,175.00","$59,025.00",95%,80%,11,62,25,296,34,46,"$2,829.00 below","",On,0.8%,361,3,"$44,900.00","-$2,800.00","$40,200.00","-$7,500.00","$1,752.00 below",""
2016,BMW,X5,xDrive35i,AWD,SUV,No,"",B35576A,5UXKR0C54G0U49437,Red,0,"",S,Oil Change,"",6,0,0,0,0,"75,553",Wholesale,Black,$0.00,2025-10-13T06:43:00.000Z,"","$9,700.00","","$13,100.00","$17,375.00","","",0,20,0,61,48,38,"","",On,18.5%,27,5,"$12,150.00","$2,450.00","$11,275.00","$1,575.00","",""
2025,BMW,i4,xDrive40,AWD,Sedan,Yes,BMW Certified Pre-Owned (CPOV),BL34619,WBY43HD01SFU35626,Green,20,https://cdn.max.auto/102612/WBY43HD01SFU35626/68e9663aae6c705a3d05856c.jpg,S,BMW CPO,"",6,0,0,0,0,"4,023",Retail,White,"$59,998.00",2025-10-07T10:36:00.000Z,"","$47,700.00","$12,298.00","$38,275.00","$59,025.00",96%,77%,9,23,95,433,30,41,"$2,227.00 below","",On,3.3%,299,10,"$49,800.00","$2,100.00","$41,400.00","-$6,300.00","$1,748.00 above",""
2025,BMW,iX,xDrive50,AWD,SUV,Yes,BMW Certified Pre-Owned (CPOV),BL34687,WB523CF04SCU40986,Green,20,https://cdn.max.auto/102612/WB523CF04SCU40986/68e7f168ae6c705a3d0377ad.jpg,S,BMW CPO,"",6,1,0.1,1,1,"4,591",Retail,Black,"$84,998.00",2025-10-07T12:46:00.000Z,"","$75,700.00","$9,298.00","$54,150.00","",101%,90%,20,34,56,97,54,54,$666.00 above,"",On,2.2%,313,7,"$60,400.00","-$15,300.00","","","$11,223.00 above","$13,375.00 above"
2025,BMW,3 Series,330i xDrive,AWD,Sedan,Yes,BMW Certified Pre-Owned (CPOV),BL34766,3MW89CW00S8F29133,Green,20,https://cdn.max.auto/102612/3MW89CW00S8F29133/68e6cd94ae6c705a3d15bc03.jpg,S,Oil Change|BMW CPO,"",6,0,0,0,0,"6,915",Retail,White,"$49,498.00",2025-10-07T13:17:00.000Z,"","$45,327.40","$4,170.60","$36,350.00","$46,225.00",101%,92%,9,16,945,2272,38,38,$333.00 above,"",On,1.5%,"3,086",46,"$43,900.00","-$1,427.40","$36,000.00","-$9,327.40",$48.00 above,"$3,438.00 above"
2025,BMW,3 Series,330i xDrive,AWD,Sedan,Yes,BMW Certified Pre-Owned (CPOV),BL34769,3MW89CW01S8F29092,Green,20,https://cdn.max.auto/102612/3MW89CW01S8F29092/68e7d192ae6c705a3d99b09f.jpg,S,Oil Change|BMW CPO,"",6,0,0,0,0,"5,534",Retail,Black,"$51,498.00",2025-10-07T14:04:00.000Z,"","$44,700.00","$6,798.00","$36,650.00","$46,300.00",102%,89%,5,6,1270,2271,38,26,"$1,116.00 above","",On,4.3%,800,34,"$44,500.00",-$200.00,"$37,150.00","-$7,550.00","$2,048.00 above","$5,280.00 above"
2020,BMW,X7,xDrive40i,AWD,SUV,No,"",B35346A,5UXCW2C04L9A02905,Yellow,20,https://cdn.max.auto/102612/5UXCW2C04L9A02905/68ed48ffae6c705a3dd3a043.jpg,S,,"",7,0,0,0,0,"87,148",Retail,Blue,$0.00,"","","$25,700.00","","$28,175.00","$31,975.00","","",0,8,0,12,28,29,"","",Off,0.0%,0,0,"$26,200.00",$500.00,"$24,050.00","-$1,650.00","",""
2020,Mercedes-Benz,GLS,GLS 450,AWD,SUV,No,"",B35351B,4JGFF5KE9LA132618,Yellow,20,https://cdn.max.auto/102612/4JGFF5KE9LA132618/68e98586ae6c705a3d9227d4.jpg,S,,"",7,0,0,0,0,"79,114",Retail,White,$0.00,"","","$31,700.00","","$27,275.00","$34,475.00","","",0,20,0,29,37,33,"","",Off,0.0%,0,0,"$30,300.00","-$1,400.00","$28,300.00","-$3,400.00","",""
2019,BMW,5 Series,530i xDrive,AWD,Sedan,No,"",B35663A,WBAJA7C57KG911595,Yellow,20,https://cdn.max.auto/102612/WBAJA7C57KG911595/68ed4925ae6c705a3dd42408.jpg,S,,"",7,0,0,0,0,"55,250",Retail,Blue,$0.00,"","","$18,700.00","","$19,225.00","$23,425.00","","",0,8,0,23,50,45,"","",Off,0.0%,0,0,"$19,750.00","$1,050.00","$17,625.00","-$1,075.00","",""
2023,Volvo,XC40 Recharge Pure Electric,Ultimate,AWD,SUV,No,"",B35638A,YV4ED3UMXP2078516,Yellow,0,"",S,,"",6,0,0,0,0,"13,400",Retail,"",$0.00,"","","$26,700.00","","$23,500.00","$32,625.00","","",0,14,0,17,90,140,"","",Off,0.0%,0,0,"$30,100.00","$3,400.00","$26,100.00",-$600.00,"",""
2024,BMW,2 Series,228i xDrive,AWD,Sedan,Yes,BMW Certified Pre-Owned (CPOV),BL34303,WBA73AK03R7R84092,Red,20,https://cdn.max.auto/102612/WBA73AK03R7R84092/68ea8d4aae6c705a3de50bfc.jpg,S,Oil Change|BMW CPO,"",5,0,0,0,0,"5,147",Retail,White,"$39,998.00",2025-10-13T07:09:00.000Z,"","$34,700.00","$5,298.00","$27,400.00","$35,050.00",101%,87%,11,18,87,153,57,56,$288.00 above,"",On,0.0%,0,0,"$30,100.00","-$4,600.00","$26,325.00","-$8,375.00","$3,373.00 above","$3,240.00 above"
2022,Land Rover,Range Rover Sport,SVR Carbon Edition,AWD,SUV,No,"",B35170A,SALWZ2RE6NA233109,Yellow,20,https://cdn.max.auto/102612/SALWZ2RE6NA233109/68e66c64048e1ac613800c08.jpg,S,,"",118,0,0,0,0,"51,720",Wholesale,Black,$0.00,2025-10-08T13:07:00.000Z,"","$70,703.76","","$62,100.00","$65,050.00","","","","","","","","","","",Off,0.0%,0,0,"","","$58,750.00","-$11,953.76","",""
2025,BMW,2 Series,M240i xDrive,AWD,Coupe,Yes,BMW Certified Pre-Owned (CPOV),BL34764,3MW53CM06S8F24932,Green,20,https://cdn.max.auto/102612/3MW53CM06S8F24932/68eb758eae6c705a3d8c6399.jpg,S,Oil Change|BMW CPO,"",5,0,0,0,0,"9,127",Retail,Gray,"$54,498.00",2025-10-08T09:34:00.000Z,"","$47,089.00","$7,409.00","$49,950.00","$53,500.00",101%,87%,11,19,985,1200,58,31,$497.00 above,"",On,1.7%,"4,507",78,"$49,200.00","$2,111.00","$47,100.00",$11.00,"$3,348.00 above","$1,359.00 above"
2009,Acura,TSX,,FWD,Sedan,No,"",B35343B,JH4CU26639C014381,Red,0,"",S,,"",5,0,0,0,0,"209,716",Wholesale,"",$0.00,"","","$1,500.00","","$1,900.00","$5,900.00","","",0,13,0,13,73,78,"","",On,0.0%,0,0,"$1,400.00",-$100.00,"$1,075.00",-$425.00,"",""
2020,BMW,4 Series,430i xDrive,AWD,Sedan,No,"",B35340B,WBA4J3C00LBL11736,Yellow,0,"",S,,"",5,0,0,0,0,"79,047",Retail,Black,$0.00,"","","$18,573.15","","$17,150.00","$20,675.00","","",0,9,0,31,20,25,"","",Off,0.0%,0,0,"$16,150.00","-$2,423.15","$15,350.00","-$3,223.15","",""
2023,BMW,X3,xDrive30i,AWD,SUV,Yes,BMW Certified Pre-Owned (CPOV),B35654A,WBX57DP02PN229973,Green,20,https://cdn.max.auto/102612/WBX57DP02PN229973/68eac910ae6c705a3d742ef2.jpg,S,Oil Change|BMW CPO,"",5,0,0,0,1,"27,120",Retail,Blue,"$39,998.00",2025-10-13T06:34:00.000Z,"","$32,700.00","$7,298.00","$33,025.00","$38,725.00",102%,83%,16,23,39,63,44,35,$667.00 above,"",Off,0.0%,0,0,"$32,400.00",-$300.00,"$29,800.00","-$2,900.00",$677.00 below,"$3,095.00 above"
2026,BMW,X5,xDrive40i,AWD,SUV,No,"",B35751,5UX23EU01T9226599,Green,0,"",S,,"",6,0,0,0,0,3,Retail,Gray,"$81,375.00","","$81,375.00","$76,652.00","$4,723.00","","",103%,97%,134,174,207,347,53,62,"$2,588.00 above",$0.00 below,On,0.0%,0,0,"","","","","",""
2026,BMW,X5,xDrive40i,AWD,SUV,No,"",B35757,5UX23EU04T9227066,Green,12,https://cdn.max.auto/102612/5UX23EU04T9227066/68eac90fae6c705a3d742c81.jpg,S,,"",6,0,0,0,0,7,Retail,Blue,"$78,275.00","","$78,275.00","$73,767.00","$4,508.00","","",99%,94%,84,174,119,347,53,62,$512.00 below,$0.00 below,On,14.3%,49,7,"","","","","",""
2026,BMW,X5,xDrive40i,AWD,SUV,No,"",B35752,5UX23EU0XT9223037,Green,0,"",S,,"",6,0,0,0,1,9,Retail,Black,"$76,850.00","","$76,850.00","$72,580.70","$4,269.30","","",98%,92%,52,174,71,347,53,62,"$1,937.00 below",$0.00 below,On,0.0%,0,0,"","","","","",""
2026,BMW,X5,xDrive50e,AWD,SUV,No,"",B35749,5UX43EU08T9225409,Green,0,"",S,,"",6,0,0,0,0,3,Retail,Black,"$93,425.00","","$93,425.00","$87,862.00","$5,563.00","","",112%,105%,34,34,323,347,53,46,"$10,059.00 above",$0.00 below,On,0.0%,0,0,"","","","","",""
2026,BMW,X5,M60i,AWD,SUV,No,"",B35755,5UX33EU03T9229170,Green,0,"",S,,"",5,0,0,0,0,3,Retail,Blue,"$104,225.00","","$104,225.00","$98,055.70","$6,169.30","","",102%,96%,14,20,339,347,53,47,"$2,447.00 above",$0.00 below,On,0.0%,0,0,"","","","","",""
2015,BMW,3 Series,328i xDrive,AWD,Sedan,No,"",B35694A,WBA3B5G58FNS14829,Red,0,"",S,,"",4,0,0,0,1,"88,150",Retail,"",$0.00,"","","$6,700.00","","$7,125.00","$12,175.00","","",0,10,0,28,57,47,"","",Off,0.0%,0,0,"$7,825.00","$1,125.00","$6,400.00",-$300.00,"",""
2020,BMW,X7,xDrive40i,AWD,SUV,No,"",B35706A,5UXCW2C00L9A00875,Yellow,0,"",S,,"",5,0,0,0,0,"99,525",Retail,Black,$0.00,"","","$22,700.00","","$25,950.00","$29,825.00","","",0,8,0,12,28,29,"","",Off,0.0%,0,0,"$25,400.00","$2,700.00","$22,600.00",-$100.00,"",""
2002,Acura,TL, ,FWD,Sedan,No,"",B35423A,19UUA56692A027932,Red,0,"",S,,"",4,0,0,0,0,"120,610",Wholesale,"",$0.00,"","","$2,700.00","","$2,550.00","$6,650.00","","","","","","","","","","",On,0.0%,0,0,$975.00,"-$1,725.00","$1,125.00","-$1,575.00","",""
2026,BMW,X5,xDrive40i,AWD,SUV,No,"",B35759,5UX23EU08T9225336,Green,11,https://cdn.max.auto/102612/5UX23EU08T9225336/68eae532ae6c705a3db11d46.jpg,S,,"",5,0,0,0,0,5,Retail,Gray,"$78,275.00","","$78,275.00","$73,767.00","$4,508.00","","",99%,94%,84,174,119,347,53,62,$512.00 below,$0.00 below,On,0.0%,0,0,"","","","","",""
2026,BMW,X5,xDrive40i,AWD,SUV,No,"",B35758,5UX23EU0XT9226875,Green,0,"",S,,"",5,1,0.1,0,1,3,Retail,Black,"$81,375.00","","$81,375.00","$76,652.00","$4,723.00","","",103%,97%,134,174,207,347,53,62,"$2,588.00 above",$0.00 below,On,0.0%,0,0,"","","","","",""
2025,BMW,i4,xDrive40,AWD,Sedan,Yes,BMW Certified Pre-Owned (CPOV),BL34574,WBY43HD03SFU41637,Green,20,https://cdn.max.auto/102612/WBY43HD03SFU41637/68ed294aae6c705a3d699d89.jpg,S,BMW CPO,"",3,1,0.1,0,1,"4,844",Retail,White,"$56,998.00",2025-10-10T07:18:00.000Z,"","$44,700.00","$12,298.00","$38,100.00","$58,775.00",98%,77%,10,25,10,100,49,64,"$1,097.00 below","",On,0.0%,0,0,"$44,400.00",-$300.00,"$40,200.00","-$4,500.00","$1,252.00 below",""
2025,BMW,i4,xDrive40,AWD,Sedan,Yes,BMW Certified Pre-Owned (CPOV),BL34598,WBY43HD08SFU34358,Green,0,"",S,BMW CPO,"",3,0,0,0,0,"4,491",Retail,Black,"$56,498.00",2025-10-13T07:17:00.000Z,"","$46,700.00","$9,798.00","$38,200.00","$59,025.00",97%,80%,6,25,6,100,49,64,"$1,597.00 below","",On,0.0%,0,0,"$44,400.00","-$2,300.00","$40,200.00","-$6,500.00","$1,752.00 below",""
2015,BMW,3 Series,328i xDrive,AWD,Sedan,No,"",BL34355A,WBA3B5C50FP653307,Red,0,"",S,,"",4,0,0,0,0,"109,243",Wholesale,"",$0.00,"","","$6,700.00","","$5,875.00","$10,350.00","","",0,13,0,31,49,39,"","",On,0.0%,0,0,"$6,400.00",-$300.00,"$5,550.00","-$1,150.00","",""
2014,BMW,X3,xDrive28i,AWD,SUV,No,"",B35707A,5UXWX9C56E0D24645,Red,0,"",S,Oil Change,"",4,0,0,0,0,"89,420",Retail,Gray,"$11,298.00",2025-10-13T14:09:00.000Z,"","$6,200.00","$5,098.00","$6,200.00","$10,425.00",107%,59%,10,11,99,119,46,52,$778.00 above,"",On,0.0%,0,0,"$6,175.00",-$25.00,"$4,975.00","-$1,225.00","$2,923.00 above","$2,232.00 above"
2021,BMW,X3,xDrive30i,AWD,SUV,No,"",BN28909,5UXTY5C01M9G36752,Green,20,https://cdn.max.auto/102612/5UXTY5C01M9G36752/68ed812cae6c705a3dbfed26.jpg,S,Oil Change,"",3,0,0,0,0,"38,581",Retail,Blue,"$30,498.00",2025-10-10T10:43:00.000Z,"","$25,225.00","$5,273.00","$24,400.00","$29,150.00",101%,83%,11,16,180,248,42,19,$191.00 above,"",On,0.0%,0,0,"$23,700.00","-$1,525.00","$22,225.00","-$3,000.00","$1,348.00 above","$2,661.00 above"
2025,BMW,i4,xDrive40,AWD,Sedan,Yes,BMW Certified Pre-Owned (CPOV),BL34599,WBY43HD05SFU35922,Green,0,"",S,BMW CPO,"",3,0,0,0,0,"4,970",Retail,Gray,"$62,998.00",2025-10-10T11:00:00.000Z,"","$52,700.00","$10,298.00","$38,100.00","$58,175.00",101%,84%,9,16,92,297,34,51,$411.00 above,"",On,0.0%,0,0,"","","$41,800.00","-$10,900.00","$4,748.00 above",""
2025,BMW,2 Series,230i xDrive,AWD,Coupe,Yes,BMW Certified Pre-Owned (CPOV),BL34153,3MW33CM01S8E97291,Green,20,https://cdn.max.auto/102612/3MW33CM01S8E97291/68ed294cae6c705a3d69a632.jpg,S,Oil Change|BMW CPO,"",3,0,0,0,0,"6,603",Retail,White,"$46,998.00",2025-10-10T12:48:00.000Z,"","$42,322.00","$4,676.00","$36,475.00","$40,625.00","","","","","","","","","","",On,0.0%,0,0,"$40,500.00","-$1,822.00","$37,500.00","-$4,822.00","$6,948.00 above","$1,291.00 above"
2025,BMW,3 Series,M340i xDrive,AWD,Sedan,No,"",B35754,3MW69FT04S8F84360,Green,0,"",S,,"",6,0,0,0,0,10,Retail,Blue,"$74,325.00","","$74,325.00","$70,102.00","$4,223.00","","",113%,107%,14,14,288,288,48,15,"$8,506.00 above",$0.00 below,On,0.0%,0,0,"","","","","",""
2025,BMW,iX,xDrive50,AWD,SUV,Yes,BMW Certified Pre-Owned (CPOV),BL34534,WB523CF00SCU18368,Green,20,https://cdn.max.auto/102612/WB523CF00SCU18368/68ed8148ae6c705a3dc03683.jpg,S,BMW CPO,"",2,0,0,0,0,"6,206",Retail,Gray,"$86,998.00",2025-10-11T06:43:00.000Z,"","$76,700.00","$10,298.00","$53,525.00","",104%,91%,12,14,59,85,55,50,"$2,967.00 above","",On,0.0%,0,0,"$60,100.00","-$16,600.00","","","$13,223.00 above","$15,816.00 above"
2023,BMW,X3,xDrive30i,AWD,SUV,No,"",B35560B,5UX53DP02P9R13051,Green,0,"","",,"",1,0,0,0,0,"28,509",Retail,Blue,$0.00,"","","$33,000.00","","$32,575.00","$38,550.00","","",0,33,0,392,61,57,"","",Off,0.0%,0,0,"$31,400.00","-$1,600.00","$29,500.00","-$3,500.00","",""
2022,BMW,3 Series,330i xDrive,AWD,Sedan,No,"",B35748A,3MW5R7J02N8C70456,Green,0,"","",,"",1,0,0,0,0,"39,036",Retail,White,$0.00,"","","$26,000.00","","$26,750.00","$31,625.00","","",0,17,0,171,36,46,"","",Off,0.0%,0,0,"$26,600.00",$600.00,"$25,800.00",-$200.00,"",""
